,product_id,client_id,product_name,price,avg_mark,product_type,retailer_id
72,100946899,Clinique,Rouge Mat + Base Lissante 2 en 1,27.0,"3,6",rouge-a-levres,marionnaud_fr
73,100950265,Lancôme,La Base L'Absolu Rouge,37.0,5,base-a-levres,marionnaud_fr
74,100950273,Lancôme,Rouge à lèvres L'Absolu Rouge,37.0,"4,5",rouge-a-levres,marionnaud_fr
75,100946821,Clinique,Rouge laque mat + base,27.0,5,rouge-a-levres,marionnaud_fr
76,100974216,BLACK UP,Rouge à Lèvres Liquide Mat,25.0,"4,5",laque-a-levres,marionnaud_fr
77,100955242,ELLE MAKEUP,Mon Rouge à Lèvres Satiné S08 ROUGE FATAL 3.5G,17.0,5,rouge-a-levres,marionnaud_fr
78,100954864,ELLE MAKEUP,Mon Mascara Waterproof,19.0,5,mascara,marionnaud_fr
79,100955445,ELLE MAKEUP,Mon Crayon Glossy  05 MARRON GLACE 2.8G,13.0,"4,5",crayon-a-levres,marionnaud_fr
80,100954848,ELLE MAKEUP,Mon Mascara Longueur 02 MARRON 10ML,19.0,1,mascara,marionnaud_fr
81,100954901,ELLE MAKEUP,Mon Fard Métallique 06 LUMIERE ARGENT 5G,14.0,1,ombre-a-paupieres,marionnaud_fr
82,100954961,ELLE MAKEUP,Mon Crayon Khôl 05 GRIS 1.2G,12.0,4,crayon,marionnaud_fr
83,100855137,Clinique,Mascara Épaississant,22.0,5,mascara,marionnaud_fr
84,100954881,ELLE MAKEUP,Mon Mascara 3 en 1  02 BRUN 8ML,20.0,4,mascara,marionnaud_fr
85,100801489,Guerlain,Le Crayon Yeux - Khôl - Contour Longue tenue,27.0,"4,3",crayon,marionnaud_fr
86,100604127,Armani,Fard à Paupières,39.0,"4,4",ombre-a-paupieres,marionnaud_fr
87,100229769,DIOR,Diorshow New Look Mascara Volume Multi-Dimensionnel & Soin,36.0,5,mascara,marionnaud_fr
88,100854062,Estée Lauder,Eyeliner waterproof infini,26.0,5,eyeliner,marionnaud_fr
89,100893563,Lancôme,Grandiôse Extrème Mascara Volume Extrême Grand Angle,36.0,"4,6",mascara,marionnaud_fr
90,100249313,Essie,Vernis 32 Exotic Liras,14.0,4,vernis-a-ongles,marionnaud_fr
91,100249356,Essie,Vernis 99 Mint Candy Apple,14.0,4,vernis-a-ongles,marionnaud_fr
92,100187861,Estée Lauder,Mascara volume cils démultipliés,35.0,"3,8",mascara,marionnaud_fr
93,100007069,Clinique,Mascara Impact Optimal,28.0,"4,1",mascara,marionnaud_fr
94,100018075,Lancôme,Mascara Définicils Haute Définition,33.0,"4,8",mascara,marionnaud_fr
95,100249559,Essie,Vernis 88 Licorice,14.0,5,vernis-a-ongles,marionnaud_fr
96,100249621,Essie,Vernis 72 Peach Daiquiri,14.0,5,vernis-a-ongles,marionnaud_fr
97,100249698,Essie,Vernis 57 Forever Yummy,14.0,5,vernis-a-ongles,marionnaud_fr
98,100394094,Clarins,TEINT Instant Concealer,33.0,4,anti-cernes-et-correcteur,marionnaud_fr
99,100521170,Shiseido,Recharge Compact Naturel Perfecteur,36.0,5,fond-de-teint,marionnaud_fr
100,100526632,Sisley,Phyto-Teint Expert,88.0,5,fond-de-teint,marionnaud_fr
101,100387687,BLACK UP,Le Teint Blush,26.0,5,blush,marionnaud_fr
102,100393471,Guerlain,Tanue de Perfection Les Voilettes,52.0,"3,7",poudre-de-soleil,marionnaud_fr
103,100853983,Yves Saint Laurent,Sequins de Peau Fluide Hydratant Pailleté,57.0,5,poudre,marionnaud_fr
104,100607141,Shiseido,Stick Correcteur,32.0,4,anti-cernes-et-correcteur,marionnaud_fr
105,100611183,Clinique,Fond de Teint + Anti-Cernes,40.0,4,fond-de-teint,marionnaud_fr
106,100591231,DIOR,"Poudre invisible, éclat naturel",52.0,"4,2",poudre,marionnaud_fr
107,100591346,DIOR,"Sérum de teint ultra fluide, éclat effet peau nue",41.0,"4,2",fond-de-teint,marionnaud_fr
108,100633180,Yves Saint Laurent,Touche Éclat Blur Primer Base de Teint Fluide,36.0,1,illuminateur-de-teint,marionnaud_fr
109,100625323,Lancôme,Belle de teint Poudre Effet Bonne Mine,50.0,4,poudre-de-soleil,marionnaud_fr
110,100510278,BLINC,Eyeliner,25.0,5,eyeliner,marionnaud_fr
111,100510251,BLINC,Mascara,25.0,"2,8",mascara,marionnaud_fr
112,100510340,BLINC,Mascara Amplificateur,25.0,5,mascara,marionnaud_fr
113,100510366,BLINC,Eyeliner Liquide,25.0,3,eyeliner,marionnaud_fr
114,100510382,BLINC,Crayon Eyeliner,22.0,"4,8",crayon,marionnaud_fr
115,100515175,Lancôme,Ombre à Paupières Hypnôse Mono,32.0,"4,7",ombre-a-paupieres,marionnaud_fr
116,100569317,BLACK UP,Ombre à Paupières,18.0,5,ombre-a-paupieres,marionnaud_fr
117,100603095,Estée Lauder,Crayon yeux tenue extrême,26.0,"4,8",crayon,marionnaud_fr
118,100940788,DIOR,Diorshow Mono Lustrous Smoky - Fard à paupières professionnel Couleur & Brillance Intenses,35.0,"4,5",ombre-a-paupieres,marionnaud_fr
119,100625201,Givenchy,Mascara Waterproof,34.0,5,mascara,marionnaud_fr
120,100625171,Givenchy,Ombre Regard,55.0,5,ombre-a-paupieres,marionnaud_fr
121,100946143,Guerlain,Regard Nude à Smoky,62.0,3,ombre-a-paupieres,marionnaud_fr
122,100954160,Armani,Eye Tint Smokey Nude,41.0,"4,8",ombre-a-paupieres,marionnaud_fr
123,100949336,Givenchy,Combleur Sourcils Waterproof,26.0,5,sourcils,marionnaud_fr
124,100791305,Armani,Rouge à Lèvres,38.0,"4,3",rouge-a-levres,marionnaud_fr
125,100745270,Armani,Rouge Laque,38.0,5,gloss,marionnaud_fr
126,100949483,Givenchy,Crayon Sourcils,26.0,5,sourcils,marionnaud_fr
127,100111103,DIOR,Dior Addict Lip Glow - Baume lèvres rehausseur de couleur,35.0,"4,5",base-a-levres,marionnaud_fr
128,101029241,DIOR,Baume Lèvres exfoliant doux au sucre sans rinçage - Effet rosissant,37.0,"4,2",base-a-levres,marionnaud_fr
129,100955015,ELLE MAKEUP,Mon Crayon Magéntique  10 SAPHIR 1.2G,12.0,4,crayon,marionnaud_fr
130,101577538,Yves Saint Laurent,Rouge à lèvres,37.0,2,rouge-a-levres,marionnaud_fr
131,101592148,Guerlain,KISSKISS Le Rouge Crème Galbant,38.0,"4,5",rouge-a-levres,marionnaud_fr
132,101587120,DIOR,Dior Addict Lip Maximizer,37.0,3,rouge-a-levres,marionnaud_fr
133,101577474,Yves Saint Laurent,Rouge à lèvres,38.0,4,rouge-a-levres,marionnaud_fr
134,101577095,JEFFREE STAR COSMETICS,Velvet Liquid Lipstick - yOu'Re sTiLl oN thE pRoPeRty,20.0,5,rouge-a-levres,marionnaud_fr
135,101347185,PERIPERA,05 NO SPOILER,10.0,5,laque-a-levres,marionnaud_fr
136,101347231,PERIPERA,4 WOW PINK,10.0,4,laque-a-levres,marionnaud_fr
137,101027341,Yves Saint Laurent,The Shock Mascara dark,31.0,"4,7",mascara,marionnaud_fr
138,101328101,Clinique,Fard à Lèvres Mat,27.0,4,rouge-a-levres,marionnaud_fr
139,100300609,DIOR,Diorshow Iconic Overcurl,35.0,"4,8",mascara,marionnaud_fr
140,101031181,Guerlain,"Mascara - Volume, Courbe, Longueur, Définition",30.0,4,mascara,marionnaud_fr
141,101377122,DIOR,Lacquer Plump,37.0,"2,3",laque-a-levres,marionnaud_fr
142,101588149,Sisley,Mascara So Volume,48.0,5,mascara,marionnaud_fr
143,100515132,Lancôme,Grandiôse Mascara Effet Cils Déployés,36.0,"3,9",mascara,marionnaud_fr
144,101574273,DIOR,Diorshow Mascara + Mini Diorshow Maximizer 3D,36.0,4,mascara,marionnaud_fr
145,100596614,Yves Saint Laurent,Mascara Volume Effet Faux Cils,36.0,"4,4",mascara,marionnaud_fr
146,101426211,Estée Lauder,Baume à Lèvres Magique Coloré,27.0,4,baume-a-levres,marionnaud_fr
147,101572323,Clarins,Stylo Yeux waterproof intense longue tenue,22.0,"4,5",crayon,marionnaud_fr
148,101588131,Sisley,L'Orchidée Corail,77.0,5,blush,marionnaud_fr
149,101583161,Estée Lauder,Anti-Cernes Zéro Défaut Tenue Extrême,33.0,"3,5",anti-cernes-et-correcteur,marionnaud_fr
150,101582169,DIOR,"Fond de teint sublimateur de peau, tenue 24H",50.0,"4,7",fond-de-teint,marionnaud_fr
151,101582425,DIOR,"Fond de teint sublimateur de peau, tenue 24H",50.0,5,fond-de-teint,marionnaud_fr
152,101572307,Clarins,Ombre Scintillante fard à paupières longue tenue,31.0,5,ombre-a-paupieres,marionnaud_fr
153,101607653,Estée Lauder,Poudre Mat Teint Longue Tenue SPF 10,49.0,5,fond-de-teint,marionnaud_fr
154,100721500,DIOR,DIOR VERNIS Look Automne 2015,27.0,"4,5",vernis-a-ongles,marionnaud_fr
155,100347722,Essie,Vernis Spring 2013 249A Go Ginza,14.0,3,vernis-a-ongles,marionnaud_fr
156,100429437,Essie,Vernis Nail Color Refresh 101 Lady Like,14.0,5,vernis-a-ongles,marionnaud_fr
157,100300140,DIOR,Nail Glow Chérie Bow,27.0,5,vernis-a-ongles,marionnaud_fr
158,100388348,DIOR,Base Coat Abricot,27.0,5,base-et-top-coat,marionnaud_fr
159,100388399,DIOR,Diorlisse Abricot,27.0,4,vernis-a-ongles,marionnaud_fr
0,FOL12422,Linn Young,Blue Window,6.99,4.0,parfum-homme,foliecosmetic_com
1,FOL12421,Linn Young,Wild Adventure,6.99,4.0,parfum-homme,foliecosmetic_com
2,FOL12425,Georges Mezotti,Body Revolution,16.5,5.0,parfum-homme,foliecosmetic_com
3,FOL12476,Byphasse,"Coffret Belle Pour Toi ""It's Vanity Time"" Vert",6.99,5.0,crèmes-de-jour,foliecosmetic_com
4,FOL12479,Byphasse,Sérum Sorbet visage Hydratant n°1,4.5,5.0,sérums-visage,foliecosmetic_com
5,FOL10398,Beyoncé Heat,Eau de Parfum pour femme,15.99,5.0,parfum-femme,foliecosmetic_com
6,FOL12188,Style & Grace,Spa botanique Bombes de Bain,3.99,4.0,bombes-de-bain-sels-cubes,foliecosmetic_com
7,FOL9498,NB Prestige,Silence,6.99,3.0,parfum-femme,foliecosmetic_com
8,FOL9500,NB Prestige,Free Man,6.99,3.0,parfum-homme,foliecosmetic_com
9,FOL9501,NB Prestige,Gold,6.99,5.0,parfum-homme,foliecosmetic_com
10,FOL11922,Sence beauty,Crème visage anti,5.99,5.0,crèmes-de-nuit-,foliecosmetic_com
11,FOL7317,AQC fragrances,Brume corporelle Honolulu Weekend,7.99,5.0,parfum-femme,foliecosmetic_com
12,FOL7316,AQC fragances,Brume corporelle Be myself,7.99,5.0,parfum-femme,foliecosmetic_com
13,FOL9214,Real Time,Bella Vanilla,3.5,5.0,parfum-femme,foliecosmetic_com
14,FOL7312,AQC fragrances,Brume corporelle Japanese cherry blossom,7.99,5.0,parfum-femme,foliecosmetic_com
15,FOL9279,Fragrance & Parfum,French Touch Black,3.99,4.0,parfum-femme,foliecosmetic_com
16,FOL5506,Real Time,Big Eagle Collection Blue,3.5,4.0,parfum-homme,foliecosmetic_com
17,FOL5887,Real Time,Lila Fiction,3.5,5.0,parfum-femme,foliecosmetic_com
18,FOL6012,Real Time,Free Sky Eau de parfum,3.5,4.3,parfum-femme,foliecosmetic_com
19,FOL5888,Omerta,Uptown Babe,4.99,4.5,parfum-femme,foliecosmetic_com
20,FOL6345,Georges Mezotti,ShoeWtime Eau de Parfum Femme Escarpin,9.99,5.0,parfum-femme,foliecosmetic_com
21,FOL5180,Real Time,Big Eagle Collection Green,3.5,4.0,parfum-homme,foliecosmetic_com
22,FOL5223,Omerta,Eau de Toilette Homme,4.99,3.3,parfum-homme,foliecosmetic_com
23,FOL11396,Byphasse,20 Bandes de cire froide visage et zones délicates,1.99,5.0,cires-epilatoires,foliecosmetic_com
24,FOL5249,Real Time,Big Eagle Collection Black,3.5,5.0,parfum-homme,foliecosmetic_com
25,FOL5251,Real Time,Tropical Breeze,3.5,4.8,parfum-femme,foliecosmetic_com
26,FOL5252,Real Time,Tropical Sun,3.5,4.0,parfum-femme,foliecosmetic_com
27,FOL5253,Real Time,Tropical cocktail,3.5,4.0,parfum-femme,foliecosmetic_com
28,FOL5247,Linn Young,Gold Mine La Séduction,6.99,4.8,parfum-femme,foliecosmetic_com
29,FOL11398,Byphasse,24 Bandes de cire froide Jambes et corps Peaux sensibles,2.5,5.0,cires-epilatoires,foliecosmetic_com
30,FOL11397,Byphasse,24 Bandes de cire froide Maillot et aisselles,2.5,5.0,cires-epilatoires,foliecosmetic_com
31,FOL5094,Street Looks,La création pour Femme,2.75,4.4,parfum-femme,foliecosmetic_com
32,FOL5089,Street Looks,Grande Classe,2.75,3.5,parfum-femme,foliecosmetic_com
33,FOL5288,Real Time,Coffret Joyus Eau de parfum femme + Miniature,4.99,5.0,coffrets-parfums,foliecosmetic_com
34,FOL11153,Sanex,Gel douche Zero% peaux normales,3.99,5.0,gels-douche,foliecosmetic_com
35,FOL5086,Street Looks,La Création pour Homme,2.75,4.8,parfum-homme,foliecosmetic_com
36,FOL5093,Street Looks,Amour Fatale,2.75,4.9,parfum-femme,foliecosmetic_com
37,FOL5095,Omerta,Force Majeure The Power of Fragnance,4.99,5.0,parfum-homme,foliecosmetic_com
38,FOL5090,Street Looks,Love Génération,2.75,4.3,parfum-femme,foliecosmetic_com
39,FOL5092,Street Looks,Oh la Chicca,2.75,4.3,parfum-femme,foliecosmetic_com
40,FOL5096,Omerta,Force Majeure The Challenge,4.99,4.0,parfum-homme,foliecosmetic_com
41,FOL5097,Omerta,Silver ocean Eau de Toilette Homme,4.99,4.0,parfum-homme,foliecosmetic_com
42,FOL5087,Street Looks,City Hopper,2.75,5.0,parfum-homme,foliecosmetic_com
43,FOL5085,Street Looks,Rocks & Stones,2.75,4.0,parfum-homme,foliecosmetic_com
44,FOL4184,Corania Tutti,Fleur de Coco,5.99,4.6,parfum-femme,foliecosmetic_com
45,FOL4188,Linn Young,Silver Light,6.99,4.7,parfum-homme,foliecosmetic_com
46,FOL5084,Street Looks,Lucky Guy,2.75,4.3,parfum-homme,foliecosmetic_com
47,FOL4259,Monster High,Eau de Toilette Monster High,3.992,4.0,parfum-enfant,foliecosmetic_com
48,FOL4401,Real Time,Sporty & Pink,3.5,4.3,parfum-femme,foliecosmetic_com
49,FOL4402,Real Time,Pink Follies,3.5,4.5,parfum-femme,foliecosmetic_com
50,FOL4404,Real Time,Si Femme Chic,3.5,4.3,parfum-femme,foliecosmetic_com
51,FOL4187,Corania Tutti,Fleur d'Oranger,5.99,4.8,parfum-femme,foliecosmetic_com
52,FOL4405,Real Time,Joanita,3.5,5.0,parfum-femme,foliecosmetic_com
53,FOL4256,Disney,Violetta Eau de Toilette Gold Edition,3.992,4.0,parfum-enfant,foliecosmetic_com
54,FOL4260,Omerta,Wild Poppy,4.99,3.6,parfum-femme,foliecosmetic_com
55,FOL4403,Real Time,Love You ! Pink,3.5,4.4,parfum-femme,foliecosmetic_com
56,FOL3758,Goldarome,Give me the night Eau de Toilette homme,3.5,3.8,parfum-homme,foliecosmetic_com
57,FOL3760,Goldarome,Time to love Eau de Parfum femme,3.5,4.0,parfum-femme,foliecosmetic_com
58,FOL3761,Goldarome,Lili harmony,3.5,4.5,parfum-femme,foliecosmetic_com
59,FOL3766,Goldarome,Indiscretion Eau de toilette femme,3.5,4.5,parfum-femme,foliecosmetic_com
60,FOL3828,Real Time,Black Warrior,3.5,4.7,parfum-homme,foliecosmetic_com
61,FOL3829,Real Time,SILVER CITY,3.5,5.0,parfum-homme,foliecosmetic_com
62,FOL3832,Real Time,Papillons et fleurs,3.5,4.8,parfum-femme,foliecosmetic_com
63,FOL3767,Goldarome,Gold intention,3.5,4.3,parfum-femme,foliecosmetic_com
64,FOL3835,Omerta,Code of silence Gold édition,4.99,3.5,parfum-femme,foliecosmetic_com
65,FOL3831,REAL TIME,Club United,3.5,4.6,parfum-homme,foliecosmetic_com
66,FOL4406,Real Time,Journée Joyeuse,3.5,4.0,parfum-femme,foliecosmetic_com
67,FOL4407,Real Time,Dots & Things Pink,3.5,4.8,parfum-femme,foliecosmetic_com
68,FOL3833,Real Time,Life in motion,3.5,4.5,parfum-femme,foliecosmetic_com
69,FOL10754,IDC Institute,Gold mask series Patchs yeux au Collagène,1.99,5.0,masques-visage,foliecosmetic_com
70,FOL10836,Garnier ambre solaire,Après soleil Lait hydratant apaisant à l'aloe Vera,5.99,5.0,soin-apres-soleil,foliecosmetic_com
71,FOL10781,Signal,Brosse à dents Double Care Densitive Souple,2.2,5.0,brosse-a-dents,foliecosmetic_com
72,FOL10832,Garnier Ambre solaire,Resisto enfant Spray hydratant très haute protection 50+FPS,5.99,4.5,protection-solaire,foliecosmetic_com
73,FOL10498,Evoluderm,Lait Corps Nourrissant Carotte Vitaminée,3.99,5.0,laits-crèmes-corporels,foliecosmetic_com
74,FOL10516,Maître Savonito,Savon de Marseille à la pêche,1.99,5.0,savons-,foliecosmetic_com
75,FOL10515,Maître Savonito,Savon de Marseille à la noix de coco,1.99,5.0,savons-,foliecosmetic_com
76,FOL10017,Nip+Fab,CC eye fix crème anti,3.99,4.0,soins-des-yeux,foliecosmetic_com
77,FOL10517,Maître Savonito,Savon de Marseille aux fruits de la passion,1.99,5.0,savons-,foliecosmetic_com
78,FOL9611,Mades Cosmetics,Perles de Bain Lime Orientale,4.99,5.0,bombes-de-bain-sels-cubes,foliecosmetic_com
79,FOL9296,IDC Institute,"Sels de Bain ""Relax"" à la Rose",4.99,5.0,bombes-de-bain-sels-cubes,foliecosmetic_com
80,FOL9383,Jelly Belly,Gel Douche Cerise,1.99,5.0,lavants-nettoyants-enfant,foliecosmetic_com
81,FOL9618,Byphasse,Déodorant roll,1.5,5.0,déodorants-roll-on-stick,foliecosmetic_com
82,FOL9381,Jelly Belly,Gel Douche Sorbet Orange,1.99,5.0,lavants-nettoyants-enfant,foliecosmetic_com
83,FOL9110,Fa,Déodorant spray Sport double power,2.5,2.0,déodorants-spray,foliecosmetic_com
84,FOL9384,Jelly Belly,Gel Douche Bubble Gum,1.99,4.3,lavants-nettoyants-enfant,foliecosmetic_com
85,FOL6918,Xanitalia,Cartouche cire roll on à l'azulène,2.0,3.0,cires-epilatoires,foliecosmetic_com
86,FOL9205,Evoluderm,Lait corps Protecteur Douceur D'amande,3.99,4.0,laits-crèmes-corporels,foliecosmetic_com
87,FOL9016,Maître Savonitto,Savon de Marseille à la fleur de coton,1.99,5.0,savons-,foliecosmetic_com
88,FOL9206,Evoluderm,Lait corps nourissant Argan Divin,3.99,4.9,laits-crèmes-corporels,foliecosmetic_com
89,FOL9010,Maître Savonitto,Savon de Marseille à l'amande,1.99,4.0,savons-,foliecosmetic_com
90,FOL9022,Tahi'Sun au monoï de Tahiti,Huile sèche parfum vanille SPF0,4.99,5.0,accelérateurs-de-bronzage,foliecosmetic_com
91,FOL9011,Maître Savonitto,Savon de Marseille à la verveine,1.99,5.0,savons-,foliecosmetic_com
92,FOL8592,Evoluderm,Gel Douche Surgras Hydratant,1.8,4.5,gels-douche,foliecosmetic_com
93,FOL8593,Evoluderm,Gel douche Crémeux Argan Divin,2.99,5.0,gels-douche,foliecosmetic_com
94,FOL8596,Evoluderm,Gel douche Exaltant Monoï à la Folie,2.99,5.0,gels-douche,foliecosmetic_com
95,FOL9012,Maître Savonitto,Savon de Marseille au patchouli,1.99,5.0,savons-,foliecosmetic_com
96,FOL8597,Evoluderm,Gel douche onctueux douceur d'amande,4.5,5.0,gels-douche,foliecosmetic_com
97,FOL9013,Maître Savonitto,Savon de Marseille au bambou,1.99,5.0,savons-,foliecosmetic_com
98,FOL9014,Maître Savonitto,Savon de Marseille à l'olive,1.99,5.0,savons-,foliecosmetic_com
99,FOL8943,Le Petit Marseillais,Gel douche Fleur de cerisier,3.75,5.0,gels-douche,foliecosmetic_com
