avg_mark,client_id,price,product_id,product_name,product_type,retailer_id
4.0519480519480515,TALIKA,"40,00",P104335,Lipocils Expert,basepaupire,sephora_fr
3.7837837837837838,MAKE UP FOR EVER,"26,00",P1044001,"Smoky Lash ""New Panoramic Effect""",mascara,sephora_fr
4.333333333333333,STRIVECTIN,"34,50",P1050003,StriVectin-SD - Soin Volumateur pour les mains,soindesmains,sephora_fr
4.297297297297297,GUERLAIN,"41,00",P104912,Eye Liner,eyeliner,sephora_fr
4.104089219330855,URBAN DECAY,"39,00",P1064003,Naked Skin Weightless Ultra Definition Liquid Makeup - Fond de Teint Liquide,fonddeteint,sephora_fr
3.6153846153846154,SISLEY,"88,00",P1072002,Eau Efficace démaquillant doux visage et yeux,dmaquillantvisage,sephora_fr
4.0,SISLEY,"153,00",P1072001,Global Perfect Pore Minimizer,soinmatifiant,sephora_fr
4.178571428571429,NINA RICCI,"76,00",P1072003,Mademoiselle Ricci - Eau de Parfum,eaudeparfum,sephora_fr
3.0952380952380953,NARS,"30,50",P1072005,Eyeliner Stylo,eyeliner,sephora_fr
4.414634146341464,ESTÉE LAUDER,"161,50",P1072015,Perfectionist [CP+R] - Sérum correcteur rides et fermeté,srum,sephora_fr
4.666666666666667,MUGLER,"124,50",P1072020,Alien Essence Absolue - Eau de Parfum,eaudeparfum,sephora_fr
4.051612903225807,SEPHORA COLLECTION,"11,99",P1074023,Color Lip Last - Rouge à lèvres longue tenue,rougelvres,sephora_fr
4.144927536231884,GARANCIA,"24,00",P108111,Formule Ensorcelante Anti-Peau de Croco® - 3 en 1,crmehydratante,sephora_fr
4.487804878048781,DIOR,"131,00",P1083009,Miss Dior - Le Parfum,eaudeparfum,sephora_fr
4.0,GIVENCHY,"44,00",P1083012,Mister Smooth,basedeteintfixateur,sephora_fr
4.620253164556962,YVES SAINT LAURENT,"38,00",P1083024,Rouge Pur Couture The Mats - Rouge à lèvres mat iconique,rougelvres,sephora_fr
4.923076923076923,LANVIN,"90,00",P10837,Eclat d'Arpège - Eau de Parfum,eaudeparfum,sephora_fr
4.608695652173913,DIOR,"57,00",P106518,Hydra Life - Crème Confort Pro-Jeunesse,soinhydratantnourrissant,sephora_fr
4.083333333333333,BURBERRY,"62,00",P106529,The Beat pour Femme - Eau de Toilette,eaudetoilette,sephora_fr
4.333333333333333,GUERLAIN,"58,00",P1067002,La Petite Robe Noire - Lait Corporel,laithydratant,sephora_fr
5.0,GUERLAIN,"50,00",P1067003,La Petite Robe Noire - Gel douche,geldouche,sephora_fr
4.687898089171974,LANCÔME,"87,00",P1067011,La vie est belle - Eau de Parfum,eaudeparfum,sephora_fr
3.217391304347826,BENEFIT COSMETICS,"30,50",P106800,Stay Don't Stray - Base fixante pour anti-cernes et ombres à paupières,basepaupire,sephora_fr
4.195876288659794,LANCÔME,"38,00",P106804,Artliner,eyeliner,sephora_fr
4.25,PRADA,"73,00",P1088001,Prada Luna Rossa - Eau de Toilette,eaudetoilette,sephora_fr
3.5714285714285716,BOBBI BROWN,"46,99",P1098007,Long-Wear Even Finish Foudation SPF 15 - Fond de Teint Longue Tenue SPF15,fonddeteint,sephora_fr
4.25,ARMANI,"71,00",P1098006,Maestro - Maquillage Fusion,fonddeteint,sephora_fr
4.275,SEPHORA COLLECTION,"8,99",P1100009,Eyeliner Rétractable Waterproof,eyeliner,sephora_fr
4.524096385542169,DIOR,"47,50",P1102002,Diorskin Nude - Fond de Teint Fluide Teint éclat effet peau nue FPS 15 SPF,fonddeteint,sephora_fr
4.428571428571429,DIOR,"51,50",P1102005,Pinceau Fond de Teint Fluide - Fini Professionnel Couvrance Légère,pinceauteint,sephora_fr
3.130434782608696,DIOR,"106,00",P110308,Eau Sauvage Extrême - Eau de Toilette,eaudetoilette,sephora_fr
3.590909090909091,CHRISTOPHE ROBIN,"31,00",P110310,Hydratant Santal,soinsansrinage,sephora_fr
4.090909090909091,LANCÔME,"32,00",P110316,Hypnôse Drama Waterproof,mascara,sephora_fr
3.8666666666666667,LANCÔME,"64,00",P110318,Hydra Zen Neurocalm - Fluide Crème SPF 30,soinhydratantnourrissant,sephora_fr
3.942857142857143,LANCÔME,"64,00",P110319,Hydra Zen Neurocalm - Crème SPF 15,soinhydratantnourrissant,sephora_fr
4.25,LANCÔME,"83,00",P110324,Génific HD,soinantige,sephora_fr
5.0,AZZARO,"55,00",P110602,Azzaro pour Homme - Lotion Après-Rasage,aprsrasage,sephora_fr
4.4945054945054945,ARMANI,"122,00",P110904,Acqua di Gioia - Eau de Parfum,eaudeparfum,sephora_fr
4.421052631578948,LANVIN,"110,00",P11101,Arpège - Eau de Parfum,eaudeparfum,sephora_fr
4.7272727272727275,LANCÔME,"79,00",P111419,Ô d'Azur - Eau de Toilette,eaudetoilette,sephora_fr
3.45,BY TERRY,"48,00",P1088005,Hyaluronic Hydra-Primer - Base Soin Extra-Lissante,basedeteintfixateur,sephora_fr
4.483606557377049,BY TERRY,"47,00",P1088006,Hyaluronic Hydra Powder - Poudre Soin Extra-Lissante,poudrematifiante,sephora_fr
4.119402985074627,BENEFIT COSMETICS,"36,50",P1088015,PID KIT ASTUCES TEINT - Kit Maquillage,coffretmaquillageteint,sephora_fr
4.25,HAWAIIAN TROPIC,"7,50",P109203,Gloss Lèvres Baies Rouges SPF 25,soindeslvres,sephora_fr
4.333333333333333,HAWAIIAN TROPIC,"13,99",P109204,Spray Huile Solaire Protectrice,autobronzantcorps,sephora_fr
3.4285714285714284,DR. BRANDT SKINCARE,"66,99",P109206,Pores no More Anti-aging Mattifying Lotion - Fluide matifiant anti-âge,soinhydratantnourrissant,sephora_fr
4.555555555555555,NARS,"28,50",P109207,Smudgeproof Eyeshadow Base - Base à Paupières Tenue Parfaite,basepaupire,sephora_fr
4.4375,HEROME,"14,00",P109301,Dissolvant Soignant,dissolvant,sephora_fr
4.403389830508474,HEROME,"17,00",P109300,Durcisseur Extra Fort pour ongles,soindesongles,sephora_fr
3.71875,HEROME,"16,00",P109302,Blanchisseur Naturel des ongles,soindesongles,sephora_fr
4.371212121212121,YVES SAINT LAURENT,"129,00",P1095001,Manifesto - Eau de Parfum,eaudeparfum,sephora_fr
4.741935483870968,DOLCE&GABBANA,"128,00",P1095011,Pour Femme - Eau de Parfum,eaudeparfum,sephora_fr
4.083333333333333,ARMANI,"28,00",P1095012,Crayon yeux soyeux waterproof,crayonyeuxkhl,sephora_fr
4.666666666666667,BALENCIAGA,"133,00",P1095014,Florabotanica - Eau de Parfum,eaudeparfum,sephora_fr
3.6666666666666665,LA PRAIRIE,"531,00",P1095028,Concentré Liftant Dermo Caviar,crmedejour,sephora_fr
3.8,SHISEIDO,"56,00",P1097006,Teint Liftant Anti-Âge,fonddeteint,sephora_fr
4.260869565217392,SHISEIDO,"31,99",P1097005,Laque de Rouge - Vernis à Lèvres,rougelvres,sephora_fr
5.0,CLARINS,"25,00",P109715,Lotion Douce Tonifiante,lotiontonique,sephora_fr
3.625,MAKE UP FOR EVER,"26,00",P109728,So Divine - Crème Démaquillante Hydratante,nettoyantmoussantvisage,sephora_fr
4.0588235294117645,DECLÉOR,"37,00",P1118,Aroma Cleanse - Crème Gommante Phytopeel,nettoyantmoussantvisage,sephora_fr
4.666666666666667,DECLÉOR,"37,00",P1121,Masque nettoyant crème argileuse clarifiante,masquecrme,sephora_fr
5.0,HUGO BOSS,"24,00",P112410,Hugo Man - Déodorant stick,dodoranthomme,sephora_fr
5.0,HUGO BOSS,"26,00",P112411,Boss Man - Deodorant Spray,dodoranthomme,sephora_fr
4.8,HUGO BOSS,"66,00",P112418,Boss Bottled - Lotion après-rasage,aprsrasage,sephora_fr
4.2,HUGO BOSS,"23,00",P112419,Boss Bottled - Déodorant stick,dodoranthomme,sephora_fr
4.25,HUGO BOSS,"26,00",P112421,Boss Bottled - Gel douche,geldouchesavon,sephora_fr
4.75,HUGO BOSS,"24,00",P112420,Boss Bottled - Déodorant vaporisateur,dodoranthomme,sephora_fr
5.0,ARMANI,"66,00",P112435,Acqua Di Giò pour Homme - Lotion après-rasage,aprsrasage,sephora_fr
4.666666666666667,ARMANI,"56,00",P112437,Acqua Di Giò pour Homme - Baume après-rasage,aprsrasage,sephora_fr
4.8,ARMANI,"36,00",P112439,Acqua di Giò pour Homme - Déodorant Stick,dodoranthomme,sephora_fr
3.6666666666666665,ARMANI,"34,00",P112443,Armani Code Homme - Déodorant stick,dodoranthomme,sephora_fr
4.0,CARTIER,"31,00",P112445,Déclaration - Déodorant vaporisateur,dodoranthomme,sephora_fr
4.4,CLINIQUE,"49,00",P112448,Aromatics Elixir - Baume douceur pour le corps,crmehydratante,sephora_fr
4.833333333333333,GUERLAIN,"50,00",P112462,Shalimar - Gel soyeux pour la douche,geldouche,sephora_fr
4.722222222222222,GUERLAIN,"58,00",P112461,Shalimar - Lait divin pour le corps,laithydratant,sephora_fr
4.3,GUERLAIN,"68,00",P112463,Shalimar - Poudre parfumée pour le corps,soincorpsparfum,sephora_fr
4.875,GUERLAIN,"31,00",P112464,Shalimar - Savon parfumé boîte individuelle,savon,sephora_fr
5.0,GUERLAIN,"81,00",P112466,Shalimar - Crème sensuelle pour le corps,crmehydratante,sephora_fr
5.0,GUERLAIN,"45,00",P112467,Shalimar - Déodorant vaporisateur,dodorant,sephora_fr
4.428571428571429,TOM FORD,"131,00",P111918,Grey Vetiver - Eau de Parfum,eaudeparfum,sephora_fr
4.329411764705882,CHRISTOPHE ROBIN,"37,00",P111921,Soin nuanceur de couleur - Blond pur,colorationcheveux,sephora_fr
3.772727272727273,CHRISTOPHE ROBIN,"37,00",P111922,Soin nuanceur de couleur - Roux vénitien,colorationcheveux,sephora_fr
4.194444444444445,CHRISTOPHE ROBIN,"37,00",P111923,Soin nuanceur de couleur - Châtain éclatant,colorationcheveux,sephora_fr
3.814814814814815,CHRISTOPHE ROBIN,"37,00",P111924,Soin nuanceur de couleur - Brun froid,colorationcheveux,sephora_fr
4.684210526315789,ROCHAS,"81,00",P111925,Eau de Rochas Fraîche - Eau de Toilette,eaudetoilette,sephora_fr
5.0,PACO RABANNE,"30,00",P111928,Lady MILLION - Lait pour le corps,laithydratant,sephora_fr
4.421875,PACO RABANNE,"53,00",P111927,Lady MILLION - Eau de Parfum,eaudeparfum,sephora_fr
4.181818181818182,PACO RABANNE,"31,00",P111929,Lady MILLION - Déodorant spray,dodorant,sephora_fr
4.405405405405405,HUGO BOSS,"124,00",P111931,Boss Bottled. Night. - Eau de Toilette,eaudetoilette,sephora_fr
4.5,CARON,"36,00",P111971,Pour Un Homme - Déodorant vaporisateur,dodoranthomme,sephora_fr
4.488888888888889,LANVIN,"66,00",P111944,Marry me ! - Eau de Parfum,eaudeparfum,sephora_fr
4.0,CARON,"56,00",P111972,Pour Un Homme - Après-rasage,aprsrasage,sephora_fr
4.5,CERRUTI,"28,00",P111974,Cerruti 1881 pour Homme - Déodorant stick,dodoranthomme,sephora_fr
4.4,DIOR,"35,00",P111987,Fahrenheit - Déodorant vaporisateur métal,dodorant,sephora_fr
5.0,DIOR,"63,00",P112004,Dior Homme - Lotion Après-rasage,aprsrasage,sephora_fr
5.0,LANCÔME,"53,00",P112038,Trésor - Lait précieux pour le corps,laithydratant,sephora_fr
4.0,GUERLAIN,"37,00",P112480,Habit Rouge - Déodorant vaporisateur,dodoranthomme,sephora_fr
4.1796875,GUERLAIN,"39,00",P1138,Terracotta - Khôl Poudre Libre,crayonyeuxkhl,sephora_fr
3.6785714285714284,GARANCIA,"31,00",P1138007,Le Chardon et le Marabout - BB cream à la Cicatrisone,crmedejour,sephora_fr
4.666666666666667,CACHAREL,"83,00",P113901,Anaïs Anaïs - Eau de Parfum,eaudeparfum,sephora_fr
4.71875,NINA RICCI,"89,00",P113905,L'Air du Temps - Eau de Parfum,eaudeparfum,sephora_fr
4.928571428571429,KENZO,"52,00",P113904,Flower By Kenzo - Eau de Toilette,eaudetoilette,sephora_fr
4.818181818181818,CARTIER,"93,00",P1142007,Déclaration d'un Soir - Eau de Toilette,eaudetoilette,sephora_fr
3.9,SEPHORA COLLECTION,"24,99",P1142009,Anti-âge global visage et yeux,soinantige,sephora_fr
4.75,GUERLAIN,"37,00",P112484,Habit Rouge - Gel douche intégral corps et cheveux,geldouchesavon,sephora_fr
5.0,GUERLAIN,"30,00",P112485,Habit Rouge - Savon parfumé,geldouchesavon,sephora_fr
4.412698412698413,YVES SAINT LAURENT,"104,00",P112908,La Nuit de l'Homme Le Parfum - Eau de Parfum,eaudeparfum,sephora_fr
4.7534246575342465,CHLOÉ,"93,99",P112904,"Love, Chloé - Eau de Parfum",eaudeparfum,sephora_fr
4.466666666666667,YVES SAINT LAURENT,"38,00",P112913,Rouge Pur Couture - Rouge à lèvres satiné iconique,rougelvres,sephora_fr
4.816221765913758,URBAN DECAY,"52,00",P112926,Naked Palette,paletteyeux,sephora_fr
3.7813021702838063,BENEFIT COSMETICS,"59,99",P112916,The POREfessional - Base de Teint,basedeteintfixateur,sephora_fr
4.076923076923077,CLARINS,"44,50",P115507,Teint Multi Régénérant SPF 15,fonddeteint,sephora_fr
4.277777777777778,CLARINS,"29,00",P115508,Eclat Minute - Pinceau Perfecteur,anticerneetcorrecteur,sephora_fr
4.0,BLACKUP,"20,00",P116003,Crayon Sourcils Plus,crayonpoudresourcils,sephora_fr
4.6,GUERLAIN,"125,00",P1160032,La Petite Robe Noire - Extrait de Parfum,extraitdeparfum,sephora_fr
3.5714285714285716,BOBBI BROWN,"53,00",P116022,Hydrating Face Cream - Crème Hydratante Visage,crmedejour,sephora_fr
4.75,GUERLAIN,"83,00",P116040,L'Heure Bleue - Eau de Toilette,eaudetoilette,sephora_fr
4.461538461538462,SHISEIDO,"43,50",P116034,Ombre Doux Eclat Trio,fardpaupires,sephora_fr
4.066666666666666,HERBORIST,"22,00",P116105,Mousse Nettoyante et Adoucissante Quotidienne Silky,nettoyantmoussantvisage,sephora_fr
4.5,CAROLINA HERRERA,"71,00",P1162012,212 VIP - Eau de Parfum,eaudeparfum,sephora_fr
4.595238095238095,OPI,"16,50",P1162069,ProStay Primer Base Coat,vernisongles,sephora_fr
4.666666666666667,CAROLINA HERRERA,"83,00",P1162013,212 VIP Men - Eau de Toilette,eaudetoilette,sephora_fr
4.25,ATELIER COLOGNE,"130,00",P1162001,Rose Anonyme - Cologne Absolue,eaudecologne,sephora_fr
4.432160804020101,ARMANI,"54,00",P116500,Luminous Silk - Fond de teint soyeux lumineux,fonddeteint,sephora_fr
4.217391304347826,ARMANI,"51,99",P116501,Fluid Sheer - Fluide embellisseur,basedeteintfixateur,sephora_fr
4.2,ARMANI,"40,00",P116505,Retouche haute précision,anticerneetcorrecteur,sephora_fr
2.5,ARMANI,"54,50",P116506,Poudre libre Micro-fil TM,poudrelibre,sephora_fr
4.555555555555555,ARMANI,"40,00",P116510,Correcteur Perfection - Skin Master Corrector,anticerneetcorrecteur,sephora_fr
4.1923076923076925,ARMANI,"54,00",P116508,Lasting Silk UV Foundation - Fond de teint soyeux longue tenue FPS 20,fonddeteint,sephora_fr
2.75,ARMANI,"38,00",P116514,Eye Liner Maestro,eyeliner,sephora_fr
3.4444444444444446,ARMANI,"28,00",P116516,Crayon yeux soyeux,crayonyeuxkhl,sephora_fr
4.327868852459017,ARMANI,"37,50",P116519,Rouge d'Armani,rougelvres,sephora_fr
4.333333333333333,ARMANI,"26,00",P116525,Crayon lèvres soyeux,crayonlvres,sephora_fr
4.861111111111111,GUERLAIN,"100,00",P116860,Shalimar - Eau de Toilette,eaudetoilette,sephora_fr
3.5454545454545454,LANCÔME,"66,00",P1176090,Advanced Génifique Yeux - Light Pearl,contourdesyeux,sephora_fr
3.772727272727273,BLACKUP,"38,50",P1176199,Fond de Teint Crème Haute Couvrance,fonddeteint,sephora_fr
4.304347826086956,BUMBLE AND BUMBLE,"40,00",P1176202,Hairdresser's Invisible Oil - Huile brillance multi-bénéfices,soinsansrinage,sephora_fr
4.445859872611465,CHRISTOPHE ROBIN,"53,00",P1182020,Masque régénérant à l'huile rare de figue de Barbarie,masquecheveux,sephora_fr
3.857142857142857,CHRISTOPHE ROBIN,"44,00",P1182021,Huile végétale régénérante à l'huile rare de figue de Barbarie,soinsansrinage,sephora_fr
4.739130434782608,TOM FORD,"129,00",P1182022,Tom Ford Noir - Eau de Parfum,eaudeparfum,sephora_fr
4.615384615384615,IKKS,"34,00",P11834,IKKS Little Woman - Eau de Toilette,parfumenfant,sephora_fr
4.678571428571429,IKKS,"33,00",P11835,IKKS Young Man - Eau de Toilette,parfumenfant,sephora_fr
2.909090909090909,CLINIQUE,"33,00",P1191004,High Impact Extreme Volume Mascara,mascara,sephora_fr
4.359375,ERBORIAN,"14,99",P1191006,BB Crème Nude,bbcrmecccrme,sephora_fr
3.9782608695652173,ERBORIAN,"29,99",P1191007,BB Eye Touche Parfaite,bbcrmecccrme,sephora_fr
3.857142857142857,DECLÉOR,"38,00",P1199,Aroma Confort - Lait Hydratant Corporel Système Corps,laithydratant,sephora_fr
4.0,TOM FORD,"316,00",P1191020,Café Rose - Eau de Parfum,eaudeparfum,sephora_fr
4.184210526315789,ARMANI,"36,95",P1199014,Lip Maestro,rougelvres,sephora_fr
4.75,ESTÉE LAUDER,"130,50",P1199027,Re-Nutriv - Crème rénovatrice anti-rides intensive contour des yeux,contourdesyeux,sephora_fr
4.216216216216216,SEPHORA COLLECTION,"24,99",P1199035,Malette en Plexiglas Transparente,troussedevoyage,sephora_fr
4.714285714285714,MAKE UP FOR EVER,"37,00",P1213001,Pinceau #108 - Pinceau fond de teint large,pinceauxteint,sephora_fr
4.285714285714286,SEPHORA COLLECTION,"9,99",P1199036,Pinceau lèvres rétractable n°60,pinceaulvres,sephora_fr
4.571428571428571,MAKE UP FOR EVER,"46,00",P1213002,Kabuki #110 - Kabuki fond de teint,pinceauxteint,sephora_fr
4.764705882352941,MAKE UP FOR EVER,"49,00",P1213004,Kabuki #124 - Kabuki poudre,pinceauteint,sephora_fr
5.0,MAKE UP FOR EVER,"46,00",P1213003,Pinceau #122 - Pinceau teint,pinceauxteint,sephora_fr
4.6,MAKE UP FOR EVER,"49,00",P1213005,Pinceau #128 - Pinceau poudre précision,pinceauxteint,sephora_fr
5.0,MAKE UP FOR EVER,"37,00",P1213007,Pinceau #144 - Pinceau paupières,pinceaupaupires,sephora_fr
4.880952380952381,MAKE UP FOR EVER,"52,00",P1213006,Pinceau #130 - Pinceau poudre large,pinceauxteint,sephora_fr
4.0,MAKE UP FOR EVER,"37,00",P1213008,Pinceau #156 - Pinceau blush,pinceauxteint,sephora_fr
4.375,MAKE UP FOR EVER,"23,00",P1213009,Pinceau #174 - Pinceau paupières,pinceaupaupires,sephora_fr
4.5625,MAKE UP FOR EVER,"23,00",P1213010,Pinceau #172 - Pinceau biseauté,pinceaueyeliner,sephora_fr
4.0,MAKE UP FOR EVER,"27,00",P1213012,Pinceau #216 - Pinceau mélangeur précision,pinceaupaupires,sephora_fr
4.666666666666667,MAKE UP FOR EVER,"23,00",P1213011,Pinceau #210 - Pinceau ombreur rond,pinceaupaupires,sephora_fr
